,fullpath,tempo,genre,dataset
575,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00075.wav,105.0,Jazz,gtzan
576,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00076.wav,62.0,Jazz,gtzan
577,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00077.wav,90.0,Jazz,gtzan
578,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00078.wav,81.0,Jazz,gtzan
579,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00079.wav,108.0,Jazz,gtzan
580,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00080.wav,102.0,Jazz,gtzan
581,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00081.wav,114.0,Jazz,gtzan
582,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00082.wav,100.0,Jazz,gtzan
583,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00083.wav,107.0,Jazz,gtzan
584,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00084.wav,62.0,Jazz,gtzan
585,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00085.wav,80.0,Jazz,gtzan
586,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00086.wav,104.0,Jazz,gtzan
587,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00087.wav,67.0,Jazz,gtzan
588,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00088.wav,65.0,Jazz,gtzan
589,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00089.wav,56.0,Jazz,gtzan
590,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00090.wav,45.0,Jazz,gtzan
591,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00091.wav,56.0,Jazz,gtzan
592,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00092.wav,54.0,Jazz,gtzan
593,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00093.wav,84.0,Jazz,gtzan
594,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00094.wav,59.0,Jazz,gtzan
595,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00095.wav,119.0,Jazz,gtzan
596,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00096.wav,67.0,Jazz,gtzan
597,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00097.wav,53.0,Jazz,gtzan
598,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00098.wav,81.0,Jazz,gtzan
599,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/jazz/jazz.00099.wav,69.0,Jazz,gtzan
600,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00000.wav,94.0,metal,gtzan
601,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00001.wav,158.0,metal,gtzan
602,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00002.wav,112.0,metal,gtzan
603,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00003.wav,98.0,metal,gtzan
604,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00004.wav,135.0,metal,gtzan
605,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00005.wav,154.0,metal,gtzan
606,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00006.wav,122.0,metal,gtzan
607,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00007.wav,152.0,metal,gtzan
608,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00008.wav,120.0,metal,gtzan
609,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00009.wav,114.0,metal,gtzan
610,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00010.wav,95.0,metal,gtzan
611,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00011.wav,165.0,metal,gtzan
612,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00012.wav,84.0,metal,gtzan
613,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00013.wav,134.0,metal,gtzan
614,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00014.wav,75.0,metal,gtzan
615,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00015.wav,130.0,metal,gtzan
616,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00016.wav,92.0,metal,gtzan
617,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00017.wav,105.0,metal,gtzan
618,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00018.wav,100.0,metal,gtzan
619,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00019.wav,106.0,metal,gtzan
620,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00020.wav,118.0,metal,gtzan
621,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00021.wav,110.0,metal,gtzan
622,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00022.wav,138.0,metal,gtzan
623,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00023.wav,73.0,metal,gtzan
624,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00024.wav,112.0,metal,gtzan
625,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00025.wav,139.0,metal,gtzan
626,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00026.wav,130.0,metal,gtzan
627,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00027.wav,129.0,metal,gtzan
628,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00028.wav,141.0,metal,gtzan
629,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00029.wav,121.0,metal,gtzan
630,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00030.wav,134.0,metal,gtzan
631,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00031.wav,138.0,metal,gtzan
632,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00032.wav,80.0,metal,gtzan
633,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00033.wav,123.0,metal,gtzan
634,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00034.wav,80.0,metal,gtzan
635,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00035.wav,118.0,metal,gtzan
636,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00036.wav,70.0,metal,gtzan
637,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00037.wav,70.0,metal,gtzan
638,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00038.wav,98.0,metal,gtzan
639,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00039.wav,60.0,metal,gtzan
640,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00040.wav,110.0,metal,gtzan
641,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00041.wav,118.0,metal,gtzan
642,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00042.wav,130.0,metal,gtzan
643,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00043.wav,95.0,metal,gtzan
644,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00044.wav,118.0,metal,gtzan
645,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00045.wav,61.0,metal,gtzan
646,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00046.wav,117.0,metal,gtzan
647,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00047.wav,106.0,metal,gtzan
648,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00048.wav,111.0,metal,gtzan
649,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00049.wav,100.0,metal,gtzan
650,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00050.wav,112.0,metal,gtzan
651,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00051.wav,109.0,metal,gtzan
652,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00052.wav,80.0,metal,gtzan
653,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00053.wav,122.0,metal,gtzan
654,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00054.wav,124.0,metal,gtzan
655,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00055.wav,86.0,metal,gtzan
656,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00056.wav,110.0,metal,gtzan
657,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00057.wav,64.0,metal,gtzan
658,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00058.wav,73.0,metal,gtzan
659,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00059.wav,98.0,metal,gtzan
660,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00060.wav,90.0,metal,gtzan
661,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00061.wav,110.0,metal,gtzan
662,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00062.wav,118.0,metal,gtzan
663,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00063.wav,130.0,metal,gtzan
664,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00064.wav,95.0,metal,gtzan
665,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00065.wav,117.0,metal,gtzan
666,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00066.wav,61.0,metal,gtzan
667,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00067.wav,132.0,metal,gtzan
668,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00068.wav,82.0,metal,gtzan
669,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00069.wav,82.0,metal,gtzan
670,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00070.wav,116.0,metal,gtzan
671,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00071.wav,85.0,metal,gtzan
672,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00072.wav,120.0,metal,gtzan
673,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00073.wav,72.0,metal,gtzan
674,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00074.wav,124.0,metal,gtzan
675,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00075.wav,113.0,metal,gtzan
676,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00076.wav,140.0,metal,gtzan
677,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00077.wav,75.0,metal,gtzan
678,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00078.wav,100.0,metal,gtzan
679,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00079.wav,124.0,metal,gtzan
680,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00080.wav,82.0,metal,gtzan
681,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00081.wav,76.0,metal,gtzan
682,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00082.wav,123.0,metal,gtzan
683,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00083.wav,60.0,metal,gtzan
684,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00084.wav,75.0,metal,gtzan
685,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00085.wav,102.0,metal,gtzan
686,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00086.wav,62.0,metal,gtzan
687,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00087.wav,95.0,metal,gtzan
688,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00088.wav,117.0,metal,gtzan
689,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00089.wav,38.0,metal,gtzan
690,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00090.wav,90.0,metal,gtzan
691,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00091.wav,68.0,metal,gtzan
692,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00092.wav,116.0,metal,gtzan
693,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00093.wav,85.0,metal,gtzan
694,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00094.wav,80.0,metal,gtzan
695,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00095.wav,77.0,metal,gtzan
696,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00096.wav,82.0,metal,gtzan
697,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00097.wav,81.0,metal,gtzan
698,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00098.wav,77.0,metal,gtzan
699,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/metal/metal.00099.wav,73.0,metal,gtzan
700,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00000.wav,67.0,Pop,gtzan
701,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00001.wav,107.0,Pop,gtzan
702,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00002.wav,126.0,Pop,gtzan
703,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00003.wav,92.0,Pop,gtzan
704,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00004.wav,80.0,Pop,gtzan
705,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00005.wav,86.0,Pop,gtzan
706,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00006.wav,93.0,Pop,gtzan
707,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00007.wav,65.0,Pop,gtzan
708,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00008.wav,84.0,Pop,gtzan
709,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00009.wav,105.0,Pop,gtzan
710,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00010.wav,107.0,Pop,gtzan
711,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00011.wav,74.0,Pop,gtzan
712,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00012.wav,100.0,Pop,gtzan
713,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00013.wav,72.0,Pop,gtzan
714,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00014.wav,116.0,Pop,gtzan
715,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00015.wav,104.0,Pop,gtzan
716,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00016.wav,108.0,Pop,gtzan
717,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00017.wav,55.0,Pop,gtzan
718,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00018.wav,122.0,Pop,gtzan
719,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00019.wav,93.0,Pop,gtzan
720,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00020.wav,109.0,Pop,gtzan
721,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00021.wav,102.0,Pop,gtzan
722,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00022.wav,105.0,Pop,gtzan
723,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00023.wav,104.0,Pop,gtzan
724,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00024.wav,118.0,Pop,gtzan
725,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00025.wav,75.0,Pop,gtzan
726,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00026.wav,76.0,Pop,gtzan
727,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00027.wav,84.0,Pop,gtzan
728,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00028.wav,101.0,Pop,gtzan
729,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00029.wav,80.0,Pop,gtzan
730,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00030.wav,96.0,Pop,gtzan
731,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00031.wav,96.0,Pop,gtzan
732,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00032.wav,100.0,Pop,gtzan
733,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00033.wav,97.0,Pop,gtzan
734,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00034.wav,96.0,Pop,gtzan
735,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00035.wav,108.0,Pop,gtzan
736,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00036.wav,99.0,Pop,gtzan
737,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00037.wav,105.0,Pop,gtzan
738,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00038.wav,94.0,Pop,gtzan
739,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00039.wav,84.0,Pop,gtzan
740,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00040.wav,65.0,Pop,gtzan
741,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00041.wav,54.0,Pop,gtzan
742,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00042.wav,94.0,Pop,gtzan
743,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00043.wav,133.0,Pop,gtzan
744,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00044.wav,120.0,Pop,gtzan
745,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00045.wav,88.0,Pop,gtzan
746,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00046.wav,88.0,Pop,gtzan
747,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00047.wav,110.0,Pop,gtzan
748,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00048.wav,129.0,Pop,gtzan
749,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00049.wav,60.0,Pop,gtzan
750,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00050.wav,70.0,Pop,gtzan
751,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00051.wav,110.0,Pop,gtzan
752,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00052.wav,104.0,Pop,gtzan
753,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00053.wav,64.0,Pop,gtzan
754,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00054.wav,98.0,Pop,gtzan
755,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00055.wav,104.0,Pop,gtzan
756,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00056.wav,89.0,Pop,gtzan
757,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00057.wav,103.0,Pop,gtzan
758,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00058.wav,98.0,Pop,gtzan
759,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00059.wav,89.0,Pop,gtzan
760,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00060.wav,98.0,Pop,gtzan
761,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00061.wav,96.0,Pop,gtzan
762,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00062.wav,81.0,Pop,gtzan
763,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00063.wav,61.0,Pop,gtzan
764,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00064.wav,125.0,Pop,gtzan
765,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00065.wav,58.0,Pop,gtzan
766,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00066.wav,82.0,Pop,gtzan
767,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00067.wav,113.0,Pop,gtzan
768,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00068.wav,64.0,Pop,gtzan
769,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00069.wav,106.0,Pop,gtzan
770,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00070.wav,63.0,Pop,gtzan
771,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00071.wav,113.0,Pop,gtzan
772,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00072.wav,115.0,Pop,gtzan
773,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00073.wav,64.0,Pop,gtzan
774,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/pop/pop.00074.wav,83.0,Pop,gtzan
