,tempo,fullpath,genre
212,88.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00012.au,country
213,128.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00013.au,country
214,138.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00014.au,country
215,147.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00015.au,country
216,107.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00016.au,country
217,85.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00017.au,country
218,87.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00018.au,country
219,85.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00019.au,country
220,103.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00020.au,country
221,108.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00021.au,country
222,62.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00022.au,country
223,83.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00023.au,country
224,64.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00024.au,country
225,72.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00025.au,country
226,108.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00026.au,country
227,93.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00027.au,country
228,90.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00028.au,country
229,91.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00029.au,country
230,80.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00030.au,country
231,55.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00031.au,country
232,50.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00032.au,country
233,91.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00033.au,country
234,137.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00034.au,country
235,100.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00035.au,country
236,114.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00036.au,country
237,98.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00037.au,country
238,78.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00038.au,country
239,94.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00039.au,country
240,140.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00040.au,country
241,66.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00041.au,country
242,103.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00042.au,country
243,70.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00043.au,country
244,40.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00044.au,country
245,79.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00045.au,country
246,79.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00046.au,country
247,75.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00047.au,country
248,60.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00048.au,country
249,57.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00049.au,country
250,118.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00050.au,country
251,66.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00051.au,country
252,71.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00052.au,country
253,90.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00053.au,country
254,76.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00054.au,country
255,66.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00055.au,country
256,82.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00056.au,country
257,68.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00057.au,country
258,114.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00058.au,country
259,68.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00059.au,country
260,70.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00060.au,country
261,61.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00061.au,country
262,88.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00062.au,country
263,84.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00063.au,country
264,67.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00064.au,country
265,61.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00065.au,country
266,110.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00066.au,country
267,65.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00067.au,country
268,83.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00068.au,country
269,38.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00069.au,country
270,112.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00070.au,country
271,73.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00071.au,country
272,75.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00072.au,country
273,76.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00073.au,country
274,66.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00074.au,country
275,96.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00075.au,country
276,73.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00076.au,country
277,91.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00077.au,country
278,70.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00078.au,country
279,41.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00079.au,country
280,98.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00080.au,country
281,90.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00081.au,country
282,116.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00082.au,country
283,73.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00083.au,country
284,87.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00084.au,country
285,73.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00085.au,country
286,118.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00086.au,country
287,72.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00087.au,country
288,106.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00088.au,country
289,73.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00089.au,country
290,68.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00090.au,country
291,115.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00091.au,country
292,82.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00092.au,country
293,86.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00093.au,country
294,114.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00094.au,country
295,90.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00095.au,country
296,58.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00096.au,country
297,38.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00097.au,country
298,60.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00098.au,country
299,74.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/country/country.00099.au,country
300,116.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00000.au,disco
301,117.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00001.au,disco
302,115.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00002.au,disco
303,127.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00003.au,disco
304,118.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00004.au,disco
305,108.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00005.au,disco
306,124.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00006.au,disco
307,130.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00007.au,disco
308,122.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00008.au,disco
309,130.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00009.au,disco
310,105.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00010.au,disco
311,95.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00011.au,disco
312,113.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00012.au,disco
313,90.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00013.au,disco
314,105.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00014.au,disco
315,120.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00015.au,disco
316,123.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00016.au,disco
317,124.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00017.au,disco
318,125.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00018.au,disco
319,118.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00019.au,disco
320,80.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00020.au,disco
321,110.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00021.au,disco
322,120.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00022.au,disco
323,114.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00023.au,disco
324,128.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00024.au,disco
325,124.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00025.au,disco
326,120.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00026.au,disco
327,111.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00027.au,disco
328,122.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00028.au,disco
329,105.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00029.au,disco
330,137.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00030.au,disco
331,124.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00031.au,disco
332,111.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00032.au,disco
333,128.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00033.au,disco
334,131.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00034.au,disco
335,122.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00035.au,disco
336,136.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00036.au,disco
337,131.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00037.au,disco
338,124.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00038.au,disco
339,110.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00039.au,disco
340,138.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00040.au,disco
341,53.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00041.au,disco
342,106.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00042.au,disco
343,65.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00043.au,disco
344,124.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00044.au,disco
345,124.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00045.au,disco
346,121.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00046.au,disco
347,60.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00047.au,disco
348,102.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00048.au,disco
349,120.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00049.au,disco
350,110.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00050.au,disco
351,110.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00051.au,disco
352,126.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00052.au,disco
353,70.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00053.au,disco
354,115.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00054.au,disco
355,130.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00055.au,disco
356,88.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00056.au,disco
357,118.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00057.au,disco
358,132.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00058.au,disco
359,126.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00059.au,disco
360,129.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00060.au,disco
361,126.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00061.au,disco
362,110.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00062.au,disco
363,130.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00063.au,disco
364,122.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00064.au,disco
365,130.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00065.au,disco
366,133.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00066.au,disco
367,100.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00067.au,disco
368,107.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00068.au,disco
369,108.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00069.au,disco
370,110.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00070.au,disco
371,114.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00071.au,disco
372,68.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00072.au,disco
373,114.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00073.au,disco
374,112.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00074.au,disco
375,66.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00075.au,disco
376,128.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00076.au,disco
377,118.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00077.au,disco
378,128.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00078.au,disco
379,122.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00079.au,disco
380,98.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00080.au,disco
381,129.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00081.au,disco
382,122.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00082.au,disco
383,117.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00083.au,disco
384,115.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00084.au,disco
385,124.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00085.au,disco
386,63.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00086.au,disco
387,106.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00087.au,disco
388,124.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00088.au,disco
389,130.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00089.au,disco
390,128.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00090.au,disco
391,100.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00091.au,disco
392,115.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00092.au,disco
393,110.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00093.au,disco
394,69.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00094.au,disco
395,122.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00095.au,disco
396,102.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00096.au,disco
397,132.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00097.au,disco
398,123.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00098.au,disco
399,123.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/disco/disco.00099.au,disco
400,121.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00000.au,hiphop
401,92.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00001.au,hiphop
402,102.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00002.au,hiphop
403,94.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00003.au,hiphop
404,97.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00004.au,hiphop
405,143.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00005.au,hiphop
406,102.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00006.au,hiphop
407,122.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00007.au,hiphop
408,85.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00008.au,hiphop
409,103.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00009.au,hiphop
410,100.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00010.au,hiphop
411,102.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00011.au,hiphop
412,98.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00012.au,hiphop
413,104.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00013.au,hiphop
414,132.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00014.au,hiphop
415,100.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00015.au,hiphop
416,103.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00016.au,hiphop
417,100.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00017.au,hiphop
418,105.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00018.au,hiphop
419,102.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00019.au,hiphop
420,116.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00020.au,hiphop
421,101.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00021.au,hiphop
422,101.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00022.au,hiphop
423,94.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00023.au,hiphop
424,102.0,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\GTZAN/genres/hiphop/hiphop.00024.au,hiphop
